ID,CU,G,ED,EC,E,M1,M2,M3,M4,M5,M6,D1,D2,D3,D4,D5,D6,P1,P2,P3,P4,P5,P6,SP
13039,19000,M,2,Soltero,33,0,0,0,0,0,0,17602.8,16633.6,16210,15558.4,15798.8,15436.6,706.3,800.4,550,700,600,500,No
13040,21000,F,1,Soltero,31,0,0,0,0,0,0,18250.1,18779.6,19022.7,12743.6,12971.4,13144,900,800,500,500,500,500,No
13041,2000,F,3,Casado,52,0,0,2,0,0,3,1127.1,1351.3,1299.9,1445.6,1631.3,1576.6,274.3,0,168.6,208.9,0,0,No
13042,2000,M,1,Soltero,23,0,0,0,0,0,0,1519.6,1637.3,1759,1810.7,1875.6,1994.9,142.8,150,80,93.6,200,79.7,No
13043,28000,F,2,Soltero,30,0,0,0,0,-1,-1,6128.2,5339.4,1764.4,0,546.8,0,790,415.7,0,546.8,0,33,No
13044,50000,F,1,Casado,47,0,-1,-1,0,0,2,1294.3,481.4,1836.5,872.8,2852.1,2792,502.5,1857.1,500,2000,0,500,No
13045,23000,M,1,Casado,39,-1,-1,-1,-1,-1,-1,131.9,77,346.5,0,48.6,63.4,77,346.5,0,48.6,63.4,0,Si
13046,13000,M,2,Casado,31,2,2,0,0,0,0,13163.5,12654.8,12774.8,10029.1,9355.2,9552.1,0,510,410,339.2,352.1,372.4,Si
13047,66000,M,1,Soltero,40,0,0,0,0,2,0,14241.7,12212.2,10428.4,11334.5,11142.3,11934.9,650,600,1500,0,1000,600,No
13048,35000,F,3,Casado,50,-1,-1,-1,-1,-1,-1,4106.9,31.2,3403.4,115.7,858.4,207.6,31.5,3403.4,115.7,858.4,207.6,626.5,No
13049,4000,M,3,Soltero,24,2,0,0,0,0,0,3914.9,3918.9,4054.3,3892.2,3990.1,4074.6,165.8,201.2,139.2,160.5,166.8,120.1,Si
13050,5000,F,3,Casado,33,1,2,0,0,0,0,5142.1,5032.2,4974.1,2844.2,2859.7,2937.5,0,137.9,94.5,200.2,200.8,100.2,Si
13051,2000,M,2,Casado,43,2,0,0,0,0,0,1890.8,1923.2,2008.7,1987.4,1996.3,1487.9,170,153,70,70,60,100,Si
13052,8000,F,2,Casado,35,0,0,-2,-2,-2,-2,7697.8,0,0,0,0,0,0,0,0,0,0,0,No
13053,5000,F,2,Soltero,23,0,0,0,0,0,0,4910,4791,3284.2,1974.8,1940.3,1953.6,1500,202.4,500.4,100,100,100,No
13054,29000,M,2,Casado,40,0,0,0,2,0,0,27327,27294.4,28649.7,27914.6,17953.6,7906,1202.2,2400,0.3,1002.3,1000,500,No
13055,8000,F,1,Soltero,27,-1,-1,-1,-2,-1,2,115.2,790,0,0,33.3,18.3,790,0,0,33.3,0,150,No
13056,23000,M,3,Soltero,29,1,2,2,2,2,2,23733.2,23606.8,23670.2,23630.9,23739.9,22942.1,800,1000,900,900,0,910,No
13057,3000,F,2,Casado,29,2,2,0,0,0,0,2641.4,2718.9,2823.5,2866.9,2935.5,2991.3,150,180,120,130,120,60,No
13058,20000,F,1,Soltero,29,-1,-1,0,0,0,-2,270.4,495.9,580,600,0,0,495.9,100,20,0,0,0,No
13059,5000,F,2,Soltero,26,2,0,0,2,2,0,2602.3,2705.4,2945.8,2973.7,2912.3,2985.4,145.3,285.7,105.8,0,121.6,109.7,Si
13060,5000,M,2,Casado,57,4,3,2,0,0,0,5118.7,5010.6,4860.8,1960,2000,0,0,0,39.2,40,0,0,No
13061,20000,F,1,Casado,48,-2,-2,-2,-2,-2,-2,800,791.9,468.4,299.2,755.9,496.7,791.9,468.7,305.1,755.9,496.7,413.4,No
13062,2000,M,2,Soltero,23,0,0,0,-1,-1,2,1782.1,1909.9,0,172.8,195.3,178,200,0,172.8,22.5,0,0,No
13063,5000,F,3,Soltero,48,0,0,0,0,0,0,4516.3,2587,2802.7,2800.7,2877,2892.9,150,300,120,120,116.2,100,No
13064,9000,M,1,Soltero,31,0,0,0,0,0,0,7939.7,7796.2,7387,5879.2,5840.2,5963.3,295,300,220.5,230,230,300,Si
13065,3000,F,2,Soltero,23,0,0,0,0,2,0,2251.7,2414.8,2543.7,2839.1,2780.1,2868.4,200,200,370,0,150,150,No
13066,8000,F,2,Soltero,30,0,0,0,0,0,0,7919.4,8057.5,7678.2,4864.3,4926.3,4986.9,307.7,229.1,172.3,177.5,180.2,176.3,No
13067,2000,M,2,Soltero,31,1,-1,2,0,0,0,0,18.4,18.4,593.2,772.5,767.9,18.4,0,592.4,200,245.1,0,No
13068,5000,F,1,Soltero,30,0,0,0,2,2,2,1993,3610.5,2960.4,2776.4,2865.6,2908.7,2801.9,1300,0,200,100,500,No
13069,10000,M,1,Soltero,33,0,0,0,0,0,0,8464.7,8736.9,8848.9,8363.9,8089.3,8164.3,408.5,350.5,347.9,309.7,325.9,325.3,No
13070,21000,F,1,Soltero,28,-2,-2,-2,-2,-2,-2,1875.5,612.2,5483.2,223.3,0,0,612.2,5483.2,235.1,0,0,0,No
13071,50000,F,1,Casado,38,1,-2,-1,-1,-2,-1,0,0,233.1,0,0,219.9,0,233.1,0,0,219.9,0,No
13072,3000,M,2,Soltero,25,0,0,2,0,0,2,752.7,970.5,900.9,933.3,950.5,869.9,270,0,100,70,0,78.4,Si
13073,16000,F,2,Casado,41,2,2,2,0,0,-2,2467.4,2358.3,2298.3,2298.3,0,0,280,0,20,0,0,0,Si
13074,18000,F,1,Soltero,28,-2,-2,-2,-2,-2,-1,16831.8,12711.1,7419.7,-1.9,-1.9,14217.6,416.3,189.8,0,0,14219.5,510,No
13075,49000,F,1,Casado,37,-1,-1,-1,0,0,-1,3651.8,7799.6,27444.2,23379.3,4946.1,1220.7,7799.6,27452.6,469.3,98.9,1220.7,9370.7,No
13076,5000,M,1,Soltero,29,-1,-1,0,0,0,0,116.2,3770.2,3261.7,2881.4,1647.8,2534.9,3771.9,109.5,200,1000,1335.2,1000,No
13077,13000,M,1,Soltero,27,0,0,0,0,0,0,8768.5,8957.7,9119.9,8944.6,9133.6,8475.6,330,313,310,320,310,310,No
13078,5000,F,2,Soltero,34,1,-2,-1,-1,-1,0,0,0,40,0,60,60,0,40,0,60,0,427.5,Si
13079,20000,F,1,Casado,58,-1,-1,-1,-1,-1,-2,28.3,536.1,630.9,38.5,0,0,536.1,630.9,38.5,0,0,339,No
13080,5000,F,1,Soltero,27,1,2,2,0,0,2,4276.4,4245.9,3716.6,3198.9,3358.7,3251.4,73.2,120,130,265.1,0,140,Si
13081,18000,F,1,Soltero,33,0,0,0,0,0,0,1820.5,2287.6,2693,2953,4772.2,250,500,500,300,0,0,259.8,No
13082,50000,F,1,Soltero,39,-2,-2,-2,-1,0,-1,195,290,195,273.9,273.9,17,290,200,273.9,0,17,20.5,Si
13083,21000,F,2,Casado,46,-1,-1,-1,0,-1,-1,309.5,276.8,553.6,276.8,107.5,200.6,276.8,553.6,0,107.5,200.6,134.4,Si
13084,2000,M,1,Soltero,35,3,2,2,2,0,0,1021.6,1065.3,1137.1,1090.6,1158.8,1241.6,90,120,0,100,140,0,Si
13085,19000,F,2,Otros,29,1,-2,-1,0,0,0,0,0,30.6,30.6,30.6,0,0,30.6,0,0,0,0,No
13086,14000,M,3,Soltero,29,0,0,0,0,0,0,14213.2,14223.9,14214,14211.1,19493.4,9548.4,560,615,590,400,400,5000,No
13087,2000,M,3,Soltero,51,-2,-2,-2,-2,-2,-2,2135.3,2073.6,2000,0,0,0,0,3.8,0,0,0,0,Si
13088,42000,F,1,Soltero,29,0,0,0,0,0,0,5770.7,13366.1,13598.7,13471.9,13542.6,11169.7,8600,700,450,500,400,350,No
13089,18000,F,1,Soltero,29,-1,-1,-1,-1,-1,-1,1044.7,1800.6,481.5,1006,4926.4,598.3,1800.6,586,1147,4961.3,598.3,713.3,No
13090,29000,M,2,Soltero,28,0,0,0,0,0,0,24074.5,21667.8,20593,20901,21347.1,21756.1,932.3,900,800,800,780,823.8,No
13091,19000,F,1,Soltero,40,0,0,0,0,0,0,7838.8,8074,8313.4,9631,9841.1,10739.1,360,400,1400,300,1000,400,No
13092,36000,M,1,Casado,39,-1,2,-1,-1,0,-1,113.9,26.4,219.3,52.8,26.4,26.4,0,219.3,52.8,0,26.4,26.4,No
13093,2000,M,2,Casado,53,2,0,0,0,0,0,1579.4,1651.5,1782.7,1787.4,1828.8,1855.7,128.1,159.3,64,70.2,61.2,100,Si
13094,26000,F,2,Casado,32,0,0,0,0,0,0,20058.1,19676.1,7804.1,5587.1,2877.5,2749.7,765.1,176.5,130.4,77.2,93,90.1,No
13095,2000,M,3,Casado,55,1,2,0,0,0,0,1942,1981,2003.7,1964,1537.8,728.4,100,140,39.3,30.8,100,0,No
13096,5000,M,3,Casado,52,0,0,0,0,0,0,1943.8,2069.6,1953.3,1732.8,1461.4,1557.3,200.3,200.3,150,100,200,200,No
13097,25000,M,1,Casado,55,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,386.1,No
13098,3000,F,2,Casado,26,-2,-2,-2,-2,-2,-2,-3.2,558.8,120,244.4,230.9,0,1120.8,121.1,244.4,261.5,0,0,No
13099,46000,M,2,Soltero,30,0,0,0,0,0,0,39615.5,36750.1,25783.6,38805.8,32447.8,31354.7,1529.9,752.4,32409.7,1203.9,1200.6,1227.2,No
13100,8000,M,2,Soltero,26,0,0,0,0,0,0,8023.3,7984.9,7779.6,3030,2992.2,2912,400,230,130,130,150,150,No
13101,6000,F,2,Casado,35,1,2,2,2,2,3,560.1,536.6,677.2,651.5,790.6,748.7,0,150,0,150,0,0,No
13102,8000,F,2,Soltero,26,0,0,0,0,0,0,6779.8,6920.6,7005.7,7188.6,7372.4,7549.8,310,260,300,300,300,650,No
13103,9000,F,2,Casado,28,-1,0,0,0,0,0,1096.2,1324.4,709.7,662.4,680.6,626.6,451.2,250,239.7,215,70.9,2200,Si
13104,5000,F,2,Soltero,34,0,0,0,0,0,0,2708,2336.5,2496.2,2555.7,2615.6,2603.2,150,200,100,100,100,100,No
13105,5000,M,3,Soltero,50,0,0,0,0,0,0,5069.3,4321.7,3282.9,2681.1,2447.7,2417.7,190,167.7,90,102.3,102.4,101.6,No
13106,36000,F,1,Casado,41,1,-1,-1,-2,-1,-1,0,10.5,0,0,7.1,7.7,10.5,0,0,7.1,7.7,10,Si
13107,36000,F,1,Casado,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
13108,23000,F,1,Soltero,29,0,0,0,-1,0,0,10698.4,10265,0,3086.6,3233.2,3048,465,0,3086.6,200,200,200,No
13109,24000,F,2,Casado,39,-1,-1,-1,0,0,0,900,283.1,6810.5,9561.5,12393.1,15155.9,283.1,6811.6,3080,3000,3000,1000,No
13110,11000,F,2,Casado,27,0,0,0,0,0,0,8170,8458.4,6037.9,6436.9,6640,6829.4,500,300,500,400,300,300,No
13111,21000,F,2,Casado,28,-2,-2,-2,-2,-2,-2,141.2,119.4,40.4,285.1,295.9,69.3,119.4,40.4,285.1,295.9,78.2,265.7,Si
13112,30000,F,1,Soltero,28,0,0,0,0,-1,0,455.3,404.2,206,0,7879.4,8038.5,103.3,100,0,7879.4,290,300,No
13113,20000,M,3,Casado,65,0,0,0,0,0,0,18365.3,16715.7,14421.8,13797.5,13260,12102.8,713,661.1,428.2,436.7,407.9,366.4,No
13114,22000,M,2,Soltero,29,0,0,0,0,0,0,22377.3,22330.4,22163.1,18262.9,16531.4,16197.1,839.1,900,690.1,600,600,643.5,No
13115,9000,F,3,Casado,45,-1,0,0,-1,-1,-1,257.9,251.6,0,29.8,65.9,63.6,251.4,0,29.8,65.9,63.6,101.2,No
13116,21000,F,2,Casado,44,0,0,0,0,0,0,8975.5,9003.1,7066,7117.2,7184.4,6992.3,360,310,290,260,270,400,No
13117,50000,M,1,Soltero,31,-2,-2,-1,0,-1,-1,8125.2,1497.9,2608.9,1333.3,1325.6,10620,1652.7,2724.3,100,1325.6,10635.4,21340.5,No
13118,16000,F,1,Soltero,33,-1,-1,-1,-1,-2,-2,611.3,98,1114,265.9,1433.6,1653.3,98,1149,267.3,1455.8,1661.5,178.7,No
13119,14000,F,1,Casado,47,0,0,0,0,0,0,14153,13024.8,13354.7,13434.6,13393.3,13758.5,700,700.4,501.3,500,600,500,No
13120,12000,F,1,Casado,42,0,0,0,0,0,0,2333.1,1212.5,1390.3,1385.8,1477.7,4606.1,500,500,500,500,1000,600,No
13121,8000,M,2,Soltero,46,0,0,0,0,0,0,4430.2,4531.1,4632.1,4725.9,4823,4935.1,119.2,120.2,113.5,116.5,132.6,220.4,No
13122,24000,F,2,Casado,38,0,0,0,-2,-2,-2,5633.1,1359.4,0,0,0,0,300.4,0,0,0,0,0,No
13123,17000,F,1,Soltero,30,0,0,0,0,0,0,4934.1,4922.7,5179.8,5333.2,5630.3,5919.8,400,400,300,400,400,400,No
13124,3000,M,2,Soltero,38,0,0,0,0,0,0,2682.5,1840.1,1843.2,1784.4,1823.7,1090,210,250,100,100,300,700.2,No
13125,26000,F,1,Casado,31,-1,0,0,0,0,2,807.8,2720.1,2787.9,2842,3920.6,3770.5,2000,200,200,1200,0,200,No
13126,40000,M,1,Casado,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
13127,50000,F,2,Casado,31,0,0,0,0,0,0,2100.8,1786.3,1521.9,1404.4,1419.1,1365,150,200,110,50.5,70,200,No
13128,10000,F,1,Soltero,32,1,-1,-1,0,-1,-1,0,32.5,65,32.5,64.7,770.6,65,65,0,64.7,770.6,167.9,Si
13129,24000,M,1,Casado,39,0,0,0,0,0,0,23622.9,22210.3,22196.3,18155.9,17302.3,15611.5,801.9,721.8,1006,589.3,700.8,2504.3,No
13130,1000,M,3,Casado,53,-1,-1,0,0,0,0,177.2,830.4,950.6,970.2,999.9,1034.4,830.4,150,50,60,80,0,No
13131,8000,F,2,Casado,36,-1,-1,-1,-1,-1,-1,274.1,926.6,112.5,438,221,115,926.6,112.5,440.1,221,115,39,No
13132,6000,M,2,Soltero,28,0,0,0,0,0,0,5573.1,5723.9,5718.3,2456.4,2415.5,2502.3,300,180,100,110,120,150,No
13133,20000,F,1,Soltero,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
13134,26000,F,2,Soltero,41,0,0,0,0,0,0,25258.2,25330.2,25476.7,19043.2,10546.6,231.2,972.5,1061.7,855.5,472.2,214.6,19948.5,Si
13135,26000,F,2,Casado,39,0,0,0,0,0,0,25567.4,26077.8,12473.9,12689.2,13116,13340,1066.3,452,453.7,630.8,600,0,Si
13136,26000,M,1,Soltero,30,-1,-1,-1,0,0,-1,49.6,49.6,99.2,99.2,49.6,148.8,49.6,99.2,49.6,0,148.8,49.6,No
13137,30000,M,1,Casado,34,0,0,0,0,0,0,125.7,646.7,765.5,750.7,765.9,-57.4,560,150,0,30,0,660,No
13138,31000,F,2,Soltero,27,0,0,0,0,0,0,4483.4,3559.7,3416.1,3868.9,3271,2434.3,201.5,200,503.4,104.5,77.6,38.9,No
13139,14000,F,1,Casado,32,0,0,0,0,0,0,12937.1,13102.5,3950.5,4089.4,3922.9,4067.9,565,165,200.7,150,210,150,No
13140,20000,F,2,Casado,50,-1,-1,-2,-1,-1,-2,460.8,-20,0,1214.1,0,0,0,20,1214.1,0,0,0,Si
13141,23000,M,2,Casado,39,-1,-1,-1,-1,-1,-1,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.4,No
13142,5000,M,2,Soltero,27,0,0,0,0,0,0,9149.3,4783.6,4736,4829.6,4779,4904.5,374.9,250,200,200,206.9,200,No
13143,18000,F,2,Casado,29,0,0,-1,0,0,0,378.3,281.3,83.9,155.7,5168,5311.5,200,83.9,71.8,5082.4,224.2,110,No
13144,10000,M,1,Soltero,26,0,0,0,0,0,0,5084.8,5111.8,4844.3,5035.2,5139.9,5307.8,300,300,300,300,300,300,No
13145,8000,F,2,Casado,49,-1,2,-1,-1,-1,0,222.2,39,39,39,72.1,33.1,0,39,39,72.1,0,46.1,Si
13146,35000,F,1,Soltero,39,-1,-1,-1,-1,-1,-1,386,64.8,1109.4,404.1,448.5,936.4,64.8,1119.8,405.7,452.3,940.7,394.8,No
13147,14000,F,2,Soltero,32,-1,-1,-1,-2,-1,-1,300.3,313.4,0,0,118.6,0,313.4,0,0,118.6,0,104.7,Si
13148,36000,F,1,Soltero,29,0,0,0,0,0,0,14858.2,9663.9,8238.6,5088.7,5224.9,3531.1,9004.4,1009,5000.6,2000,500,2000,No
13149,1000,M,6,Soltero,47,0,0,0,-1,-1,-1,796.8,880,0,264,69.5,73.8,100,0,264,69.5,73.8,0,No
13150,13000,F,1,Soltero,25,0,0,0,0,0,0,3711.2,3465.3,952.2,393.9,693.9,95,200.9,200,200,300,90,0,No
13151,32000,M,1,Casado,41,0,0,0,0,0,0,32128.1,32444.9,25429.3,20652.1,20269.7,20333.2,2700,1700,703,700,1000,3000,No
13152,18000,F,2,Casado,34,1,2,2,2,2,2,14202.4,14479,14655.2,14271.4,15221.9,14961.8,650,560,0,1200,0,1180,Si
13153,18000,F,1,Casado,39,0,0,0,0,-2,-2,4350.7,4428.2,2394.6,0,0,0,200,200,0,0,0,0,No
13154,15000,F,2,Casado,39,2,2,0,0,0,0,15671.3,15274.4,15078.5,14016.6,14312.5,15174.1,0,569.4,501.4,521.5,1101.6,0,Si
13155,8000,M,2,Soltero,27,1,-2,-2,-1,0,0,0,0,0,2337.4,2483.6,2641.2,0,0,2337.4,200,200,1300,No
13156,7000,M,1,Soltero,50,0,0,0,0,0,0,5655.1,3448.9,3266.9,3142.9,3174.9,2138.5,190,163,89,130,76.2,100,No
13157,15000,M,2,Casado,66,0,0,0,0,0,0,19079,16766.6,14513.2,14805.4,14635.8,14525.3,494.2,487.5,408.5,411.3,407.4,482,No
13158,48000,F,3,Casado,36,-1,0,0,-1,-1,-1,1931.1,1336.8,700,733.1,700,700,136.8,100,733.1,700,700,700,No
13159,5000,F,3,Soltero,45,0,0,-2,-2,-2,-2,5140,0,0,0,0,0,0,0,0,0,0,0,No
13160,10000,F,1,Soltero,28,1,-2,-2,-2,-2,-1,0,0,0,0,0,28.1,0,0,0,0,28.1,0,Si
13161,5000,F,3,Soltero,26,0,0,0,0,0,0,2670.8,2523,2699.9,2774.8,2835.1,2886.4,200,300,150,120,113.6,103.2,No
13162,28000,M,1,Soltero,28,0,0,0,0,0,0,13971.9,13605.2,11807.6,10145.7,8112.4,4234.7,600,400,400,400,300,100,No
13163,2000,F,2,Casado,48,-1,2,2,-1,0,-1,78,78,39,78,39,173.5,39,0,78,0,173.5,0,No
13164,3000,M,3,Casado,50,-1,2,0,0,-2,-2,360.7,264.4,389.5,0,0,0,0,130.9,0,0,0,0,Si
13165,7000,F,2,Casado,38,0,0,0,0,0,0,4027.1,4112.6,2112.5,619.7,456,0,300,700,110,100,0,0,No
13166,3000,M,3,Soltero,59,0,0,0,0,0,0,2837.2,2915.2,2964.3,2959.3,2795.2,0,201,150,78.8,55.9,0,0,No
13167,20000,F,1,Casado,64,1,-2,-2,-2,-1,-1,0,0,0,0,6705.2,0,0,0,0,6705.2,0,0,No
13168,21000,M,1,Soltero,30,1,-1,2,0,0,-1,0,85.5,85.5,85.5,85.5,59.9,85.5,0,0,0,59.9,0,No
13169,21000,F,1,Casado,66,0,0,0,0,0,0,13279.7,13558.1,13864.4,14167.9,9217,9399.8,492.1,531.7,563.1,334.5,336,348.3,No
13170,47000,M,1,Casado,39,-1,0,0,0,0,0,7945.5,7499.3,4834.4,4543.3,4585.3,2115.8,234.8,154.2,104.1,201.9,78.9,501.3,No
13171,5000,M,2,Soltero,38,0,0,0,0,0,0,4462,4964.1,4639.6,1967.3,1708.3,1769.4,1000,201.4,100,100,300,400,No
13172,24000,F,2,Casado,37,-1,0,0,0,0,0,1236.5,9218.4,8650.7,8913.8,9111.8,9322.9,9050,300,300,250,250,300,No
13173,6000,M,3,Casado,38,2,2,2,0,0,0,3223.2,2508.6,2440.4,2521.2,2814.7,3015.2,400,0,150,350,260,0,Si
13174,10000,F,2,Casado,33,2,0,0,0,0,0,9654.7,9712,9537.5,5461.2,3030.6,6089.7,530.5,359,111.8,72,5000,420,No
13175,20000,F,2,Soltero,25,0,0,0,0,0,0,19420.2,19722,13093,13077.5,12875.2,12269.5,800,450,453.2,545.1,500,450,No
13176,13000,M,1,Casado,58,0,0,0,0,0,-1,13767.1,13908.9,5009.3,4930.3,1477.2,15,430,150,0,0,123.3,87,No
13177,5000,M,2,Soltero,24,0,0,0,0,0,0,5062.8,5070.5,5032.8,1954.2,1943.9,1968.3,223.5,185.8,82.3,83.8,70.2,68.7,No
13178,30000,F,1,Soltero,34,2,2,2,2,-2,-2,250,250,250,0,0,0,0,0,0,0,0,0,Si
13179,21000,M,1,Soltero,32,-1,2,2,-1,-1,-1,286.9,263.9,0,629.9,0,19.7,0,0,629.9,0,19.7,0,No
13180,7000,M,1,Soltero,27,0,0,0,0,0,0,7120.1,7068.6,7019.5,7100.5,7113.5,6984.6,269.1,2100,250,280,280,270,No
13181,10000,F,3,Soltero,49,-1,0,0,0,0,0,8543.8,8912.5,9375.1,1370,1547.4,1721.1,510.5,1000,200,200,200,200,No
13182,3000,F,2,Casado,25,0,0,0,0,0,0,1875.7,1941.9,1934.1,1245.9,1224.4,1155,147.5,100,24.9,60,20.1,0,No
13183,20000,M,1,Soltero,30,-1,-1,0,0,-1,-1,152.8,417.9,168.9,185.1,3480.8,-3089.5,419.1,120,189.3,4280.4,1,8582,No
13184,36000,M,2,Casado,36,-1,-1,-1,-1,-1,-1,678.3,233.7,1099,7456.2,-2.8,567.7,234.7,1104.6,7493.4,0,570.5,850.3,No
13185,2000,M,2,Soltero,24,3,2,0,0,0,0,1858.5,1800.3,1901.2,1910,1950.6,2003.7,0,161.2,70,71.4,86.1,39.3,Si
13186,15000,F,1,Soltero,32,1,-1,-1,-1,0,-1,0,25.8,4447.6,1854.7,3258.1,9578,25.8,4447.6,1854.7,1700,9578,9998.3,Si
13187,75000,F,1,Soltero,28,1,-1,-1,0,0,-1,950,965.5,40100.3,39949.3,40099.3,40948.3,25000,40100.3,799,1100,41799,308,No
13188,10000,M,2,Soltero,24,0,0,0,0,0,0,9157.2,9520.1,9497.7,9733.2,7463.7,7738.6,510,300,313.9,2700,400,400,No
13189,30000,M,2,Casado,36,1,2,2,2,2,2,5497.7,5618.9,5666.3,5742.8,5845.5,5755.6,250,180,210,190,0,350,Si
13190,9000,F,2,Soltero,55,0,0,0,0,0,0,8290.1,6453,3355,3421.6,3493.3,3562.8,154.4,311.4,122.3,126.7,127.5,132,No
13191,5000,M,2,Soltero,28,0,0,0,0,0,0,2151,2335.7,3219.7,1259.5,1344.5,1380.3,220,1000,300,100,150,0,No
13192,12000,F,2,Casado,48,0,0,0,0,0,0,7838.4,7708.5,7332.6,7259.4,7200.8,7462.2,400,350.5,300.5,300.8,725.3,1.2,No
13193,12000,F,2,Casado,39,0,0,0,0,0,0,4463,3777.2,2782.7,322.8,329.4,0,199.9,104,26.5,6.6,0,0,No
13194,3000,M,2,Casado,42,0,0,2,0,0,0,1858.3,2094,2030.6,2096.5,2162.5,2205.5,297.5,0,100,100,79,81.6,Si
13195,22000,M,2,Casado,43,0,0,0,0,0,0,8446.6,8435.6,8415.1,8359.1,8378.9,8388.5,400,400,350,350,350,350,No
13196,18000,F,2,Soltero,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
13197,2000,M,3,Soltero,52,2,0,0,0,0,0,1403.8,1356.8,1463,2740.8,1398.4,0,133.8,140,27.4,56,0,0,Si
13198,14000,F,2,Soltero,26,0,0,0,0,0,2,13529.4,13742.5,13448.7,13594.5,13129.6,13920.7,746.2,648.7,502.5,610.1,1060.1,0.2,No
13199,40000,F,2,Casado,46,-1,-1,-1,-1,-1,-1,3001.8,1973.5,2618.1,13496.7,5299.1,16383.7,1975.3,2624.5,13500,5300,16383.7,3734.5,No
13200,18000,F,1,Soltero,27,-1,-1,-1,-1,-1,-1,1116.8,649.6,973.3,408.8,542.8,1313.8,667.8,974,408.8,542.8,1313.8,1217.4,No
13201,34000,F,2,Casado,36,1,-2,-2,-1,-1,-1,0,0,0,15,92,0,0,0,15,92,0,1738.6,No
13202,25000,M,3,Soltero,46,0,0,0,0,0,0,24456.3,24821.8,7000.4,6495.3,5150.7,5033.8,1092.5,235.1,188.6,161.6,175.6,118.2,No
13203,5000,F,2,Casado,50,0,0,0,0,0,0,892.5,920.8,1023.8,1070,1076.2,1158.7,120,120,100,100,100,100,No
13204,22000,F,1,Soltero,24,0,0,0,0,0,0,5190.8,5308.7,5416.7,5526.7,5658.6,5799.3,201.7,196.5,200,221,250,233.9,No
13205,40000,M,2,Soltero,35,0,0,-2,-1,0,0,1105.2,0,0,5382.6,5506.1,7154.1,0,0,5382.6,164.2,2000,125.6,No
13206,32000,F,1,Casado,37,-2,-2,-2,-2,-2,-2,1453.6,293.5,301.9,417.9,425.6,267.5,294.9,303.4,420,427.7,268.8,365.1,No
13207,26000,F,2,Casado,40,-1,-1,-1,-1,-1,-1,14.8,35.9,39.7,20.8,79,278.8,36,39.8,20.8,79.2,278.8,367.5,No
13208,35000,M,1,Casado,42,-1,-1,-1,-1,-1,-1,113.4,298.5,24,104.1,-1.2,644.9,299.5,24,105.1,0,646.1,1.8,No
13209,3000,M,2,Soltero,34,0,0,0,0,0,0,2850.9,2973.9,2937.2,2951.4,2722.6,2540.8,200.3,150.4,201.7,200,100,110,No
13210,1000,M,2,Soltero,24,0,0,0,2,0,0,1103.5,1234.9,1359.8,937.8,488.3,500.1,150,152.8,0,73,19.9,10,Si
13211,5000,F,2,Soltero,23,0,0,-2,-1,-1,-2,596.1,0,0,70,0,0,0,0,70,0,0,0,No
13212,3000,F,3,Soltero,23,0,0,2,2,0,0,2628,2895.2,2948.2,2871.2,2931.1,3006.5,342,130,0,121,139.1,66.5,No
13213,35000,M,1,Soltero,35,2,-1,-1,0,-1,-1,10.5,329.8,5006.4,800.3,829.3,2308,330.8,5020.6,4,833.4,2310.2,500.4,No
13214,41000,M,1,Casado,37,-1,-1,-1,-1,-1,-1,577,229,275.6,356,666.1,387.7,229,275.6,356,666.1,387.7,124.9,No
13215,13000,F,3,Casado,35,0,0,0,-1,-1,-1,6574.3,6372.4,6316.3,38.6,177,38.4,260.6,317.4,38.6,177.8,38.4,144.6,No
13216,8000,F,3,Soltero,28,0,0,0,0,0,0,7019.4,7191.2,6977.6,7098.5,7244.4,6968.5,350,300,250,250,250,250,No
13217,38000,F,2,Casado,51,1,-2,-2,-2,-1,-1,0,0,0,0,63,129.7,0,0,0,63,161.3,161.8,No
13218,32000,F,1,Casado,42,1,2,2,0,0,0,31884.4,32458.9,32062.2,25232.3,25355.7,25652.5,1000,45,702.5,716.1,800,688.3,No
13219,2000,M,1,Soltero,23,2,0,0,2,2,2,320.6,409.3,551.4,527.7,579.1,555,110,150,0,60,0,60,Si
13220,5000,M,2,Soltero,32,0,0,0,0,0,0,4853.6,4104.5,4153.2,1864.6,1918.3,1921.4,303,212.4,64.6,82.8,109.7,61.2,No
13221,3000,M,2,Soltero,25,0,0,0,0,0,0,1995.5,2034.8,1833.9,1879.4,2353,2353.1,133.8,150,100,500,200,2.4,No
13222,5000,M,2,Soltero,24,1,2,2,2,2,2,4197.4,4321,4236.8,4455.3,4567.9,4627.5,220,15,320,200,150,200,No
13223,5000,M,2,Soltero,41,0,0,0,0,0,0,4070.9,3750.3,1808.6,1854.5,1545.3,1584.7,300,200,100,100,80,300,No
13224,5000,M,2,Casado,51,0,0,0,0,0,0,4908.3,4946.2,5000.4,1775.1,1772.5,1768.8,223.8,217,61.7,63.1,63.5,61.4,No
